farmer_id,age,gender,education,land_size_acres,annual_income,crop_type,state,district,region,is_member_fpo,has_taken_crop_insurance,eligible_pmfby,eligible_pmkisan,eligible_fpo_support
5661,66,Female,Higher,7.55,463921.52,Cotton,Gujarat,Vadodara,West,0,1,0,0,0
5662,34,Male,Primary,9.01,54770.96,Sugarcane,Karnataka,Hubballi,West,0,0,0,0,0
5663,59,Male,None,1.82,212871.57,Rice,Gujarat,Rajkot,North,1,0,1,0,0
5664,47,Female,Primary,7.38,460510.79,Cotton,Tamil Nadu,Chennai,West,0,0,0,0,0
5665,46,Female,Secondary,5.39,109365.87,Maize,Gujarat,Rajkot,North,0,0,1,0,0
5666,36,Female,Primary,1.57,467542.74,Sugarcane,Bihar,Patna,East,0,1,0,0,0
5667,63,Female,None,6.69,268324.11,Cotton,Maharashtra,Aurangabad,East,0,0,0,0,0
5668,28,Female,Primary,6.29,58947.61,Sugarcane,Tamil Nadu,Madurai,South,1,0,0,0,0
5669,51,Male,Secondary,5.4,230439.89,Wheat,Karnataka,Mysuru,East,0,1,1,0,0
5670,67,Female,Higher,9.3,169867.99,Rice,Bihar,Muzaffarpur,North,0,0,1,0,0
5671,24,Male,None,5.45,148280.04,Rice,Gujarat,Rajkot,East,0,0,1,0,0
5672,61,Male,Primary,9.91,275323.03,Rice,Punjab,Ludhiana,East,1,1,1,0,0
5673,51,Female,Secondary,5.34,246960.42,Maize,Bihar,Gaya,North,0,0,1,0,0
5674,37,Female,None,1.6,246163.91,Maize,Maharashtra,Pune,North,1,0,1,0,0
5675,67,Female,None,4.97,53189.45,Rice,Bihar,Patna,East,1,0,1,0,0
5676,55,Female,Secondary,2.23,403135.91,Sugarcane,Maharashtra,Nashik,West,1,0,0,0,1
5677,41,Female,Primary,6.17,245905.26,Wheat,Punjab,Ludhiana,East,0,0,1,0,0
5678,27,Male,Primary,7.08,412243.86,Maize,Punjab,Jalandhar,North,0,0,0,0,0
5679,49,Male,Primary,4.95,414051.37,Cotton,Bihar,Purnia,North,0,1,0,0,0
5680,69,Male,None,1.43,165396.31,Cotton,Tamil Nadu,Madurai,West,0,0,0,0,0
5681,32,Female,Higher,4.95,12129.69,Maize,Tamil Nadu,Tiruchirappalli,West,1,0,1,0,1
5682,54,Female,None,1.27,456510.38,Rice,Tamil Nadu,Madurai,East,0,1,0,0,0
5683,37,Male,Primary,6.98,382740.4,Sugarcane,Gujarat,Bhavnagar,East,0,1,0,0,0
5684,20,Female,None,8.01,62553.46,Wheat,Gujarat,Vadodara,South,1,0,1,0,0
5685,54,Female,Higher,9.64,353846.25,Cotton,Punjab,Jalandhar,North,0,0,0,0,0
5686,57,Female,None,1.91,19811.4,Maize,Maharashtra,Aurangabad,East,0,0,1,1,0
5687,25,Male,Secondary,5.56,23601.94,Sugarcane,Gujarat,Vadodara,North,1,0,0,0,1
5688,57,Female,Primary,5.89,267653.39,Rice,Gujarat,Rajkot,North,0,1,1,0,0
5689,61,Male,Primary,9.26,57058.34,Wheat,Karnataka,Hubballi,North,1,0,1,0,0
5690,40,Female,Primary,6.46,482524.9,Wheat,Bihar,Gaya,West,0,0,0,0,0
5691,57,Female,None,1.88,447977.3,Cotton,Gujarat,Bhavnagar,North,0,1,0,0,0
5692,28,Male,None,4.65,328407.9,Cotton,Gujarat,Ahmedabad,East,0,0,0,0,0
5693,63,Female,None,6.72,41217.4,Maize,Maharashtra,Nashik,South,0,1,1,0,0
5694,25,Female,Primary,7.15,169169.28,Wheat,Karnataka,Hubballi,West,0,0,1,0,0
5695,46,Female,None,8.7,192144.27,Rice,Punjab,Patiala,South,0,0,1,0,0
5696,47,Male,Primary,2.21,245631.12,Rice,Karnataka,Belagavi,East,0,0,1,0,0
5697,27,Female,None,9.54,92762.41,Maize,Punjab,Amritsar,West,0,0,1,0,0
5698,56,Female,Primary,1.06,292980.7,Wheat,Punjab,Ludhiana,South,1,0,1,0,0
5699,45,Female,Secondary,9.85,223527.62,Cotton,Gujarat,Surat,West,1,1,0,0,1
5700,66,Female,None,8.65,474175.51,Rice,Gujarat,Bhavnagar,North,0,0,0,0,0
5701,53,Female,Primary,6.77,468735.66,Sugarcane,Gujarat,Vadodara,East,0,0,0,0,0
5702,30,Male,Secondary,7.48,287082.24,Maize,Maharashtra,Nashik,East,1,0,1,0,1
5703,49,Male,Secondary,1.19,325731.17,Rice,Tamil Nadu,Coimbatore,East,0,1,0,0,0
5704,53,Female,Higher,0.89,77520.27,Sugarcane,Tamil Nadu,Salem,North,0,0,0,1,0
5705,54,Female,None,1.47,119428.39,Sugarcane,Maharashtra,Pune,North,1,1,0,1,0
5706,43,Male,Primary,1.33,451350.55,Rice,Bihar,Muzaffarpur,North,0,0,0,0,0
5707,39,Female,Higher,5.7,352591.3,Maize,Punjab,Ludhiana,East,0,1,0,0,0
5708,21,Female,None,2.55,102820.8,Sugarcane,Bihar,Muzaffarpur,North,0,0,0,0,0
5709,48,Female,Secondary,8.67,289403.05,Sugarcane,Punjab,Bathinda,East,1,0,0,0,1
5710,35,Female,None,4.73,468033.01,Wheat,Gujarat,Bhavnagar,West,0,0,0,0,0
5711,55,Female,Primary,7.11,179133.84,Wheat,Punjab,Ludhiana,West,0,0,1,0,0
5712,41,Female,Secondary,6.7,101051.98,Wheat,Gujarat,Bhavnagar,North,0,0,1,0,0
5713,40,Female,Higher,3.54,471592.39,Sugarcane,Tamil Nadu,Madurai,North,0,1,0,0,0
5714,39,Female,None,2.81,236020.03,Sugarcane,Tamil Nadu,Coimbatore,North,0,1,0,0,0
5715,19,Male,None,3.75,214448.58,Maize,Punjab,Jalandhar,West,0,1,1,0,0
5716,48,Male,Higher,8.07,141107.93,Cotton,Gujarat,Bhavnagar,North,1,0,0,0,1
5717,28,Female,None,6.07,446876.79,Wheat,Tamil Nadu,Tiruchirappalli,West,1,0,0,0,0
5718,45,Female,None,2.91,424352.22,Cotton,Tamil Nadu,Coimbatore,South,1,0,0,0,0
5719,63,Female,None,8.27,207465.3,Wheat,Gujarat,Ahmedabad,North,0,1,1,0,0
5720,49,Female,Secondary,1.02,25000.51,Wheat,Karnataka,Mangaluru,South,0,1,1,1,0
5721,22,Male,Secondary,7.14,228859.2,Maize,Karnataka,Mangaluru,East,0,1,1,0,0
5722,55,Male,Primary,4.67,98620.43,Maize,Gujarat,Bhavnagar,East,0,0,1,0,0
5723,27,Male,None,7.45,79939.69,Rice,Punjab,Ludhiana,West,1,0,1,0,0
5724,57,Male,Primary,9.31,202615.87,Wheat,Tamil Nadu,Coimbatore,West,0,1,1,0,0
5725,63,Female,Secondary,7.63,58547.7,Wheat,Karnataka,Hubballi,West,1,1,1,0,1
5726,41,Female,None,4.7,479157.61,Wheat,Bihar,Gaya,South,0,0,0,0,0
5727,52,Female,Primary,1.93,33294.2,Maize,Punjab,Bathinda,East,0,0,1,1,0
5728,61,Male,None,8.16,206671.12,Wheat,Punjab,Amritsar,West,0,0,1,0,0
5729,65,Female,None,4.88,89724.32,Rice,Bihar,Purnia,West,0,0,1,0,0
5730,40,Female,Higher,1.22,347517.55,Sugarcane,Punjab,Jalandhar,North,0,0,0,0,0
5731,34,Male,Primary,7.33,48617.61,Rice,Tamil Nadu,Coimbatore,South,0,1,1,0,0
5732,18,Male,Secondary,3.27,277934.73,Sugarcane,Karnataka,Mysuru,South,0,0,0,0,0
5733,48,Male,Primary,0.96,388819.73,Maize,Maharashtra,Mumbai,East,0,1,0,0,0
5734,48,Male,Primary,9.08,475529.32,Cotton,Karnataka,Mysuru,East,0,0,0,0,0
5735,59,Male,Primary,5.09,352278.51,Maize,Gujarat,Surat,West,0,1,0,0,0
5736,59,Female,Higher,3.17,58750.96,Cotton,Bihar,Patna,South,1,0,0,0,1
5737,51,Female,None,7.31,53375.07,Sugarcane,Maharashtra,Nashik,East,0,1,0,0,0
5738,26,Male,Secondary,8.92,368483.04,Cotton,Gujarat,Surat,South,0,0,0,0,0
5739,39,Female,Higher,0.5,115511.41,Sugarcane,Gujarat,Ahmedabad,West,0,0,0,1,0
5740,30,Female,Secondary,7.03,229147.26,Cotton,Tamil Nadu,Madurai,West,0,1,0,0,0
5741,42,Female,Higher,7.79,488544.34,Sugarcane,Tamil Nadu,Madurai,West,1,1,0,0,1
5742,65,Female,None,2.49,411754.33,Cotton,Karnataka,Bengaluru,West,1,0,0,0,0
5743,35,Male,Secondary,5.15,424830.75,Sugarcane,Punjab,Amritsar,South,0,0,0,0,0
5744,68,Female,Primary,1.35,431777.25,Rice,Gujarat,Rajkot,West,0,0,0,0,0
5745,29,Female,Higher,7.59,313577.22,Wheat,Punjab,Jalandhar,South,0,1,0,0,0
5746,57,Female,Secondary,8.55,374527.62,Rice,Bihar,Bhagalpur,North,0,0,0,0,0
5747,34,Male,None,1.53,185890.85,Maize,Punjab,Bathinda,West,0,0,1,0,0
5748,32,Female,Secondary,8.26,499238.65,Cotton,Tamil Nadu,Chennai,North,1,1,0,0,1
5749,59,Male,Higher,7.83,147014.86,Sugarcane,Maharashtra,Aurangabad,East,0,1,0,0,0
5750,32,Male,None,3.8,299103.63,Rice,Gujarat,Surat,West,0,1,1,0,0
5751,32,Male,Primary,7.06,148210.22,Rice,Karnataka,Bengaluru,South,0,0,1,0,0
5752,56,Male,Higher,0.5,64914.81,Sugarcane,Karnataka,Mangaluru,East,1,0,0,1,1
5753,30,Female,Higher,9.35,288117.05,Cotton,Karnataka,Hubballi,West,1,0,0,0,1
5754,34,Male,None,5.73,183140.85,Maize,Punjab,Jalandhar,North,0,1,1,0,0
5755,49,Male,Higher,6.39,295777.44,Maize,Maharashtra,Nashik,East,0,0,1,0,0
5756,26,Male,Secondary,6.81,283752.45,Maize,Punjab,Patiala,South,0,0,1,0,0
5757,57,Male,Primary,5.83,275705.8,Sugarcane,Punjab,Jalandhar,South,1,0,0,0,0
5758,37,Male,Secondary,8.64,70417.55,Rice,Gujarat,Vadodara,North,0,1,1,0,0
5759,43,Female,None,6.29,225688.58,Maize,Tamil Nadu,Coimbatore,South,1,1,1,0,0
5760,44,Male,Higher,9.12,407881.93,Rice,Gujarat,Rajkot,West,0,0,0,0,0
5761,38,Female,Primary,6.03,164420.31,Maize,Tamil Nadu,Tiruchirappalli,East,1,0,1,0,0
5762,35,Female,None,2.13,227477.44,Maize,Gujarat,Rajkot,West,0,1,1,0,0
5763,30,Male,Secondary,9.18,251977.48,Cotton,Gujarat,Vadodara,South,0,1,0,0,0
5764,33,Female,Higher,6.98,432738.34,Sugarcane,Punjab,Jalandhar,North,0,0,0,0,0
5765,26,Female,Higher,7.14,331243.89,Cotton,Gujarat,Ahmedabad,West,0,0,0,0,0
5766,29,Female,None,9.86,59099.24,Rice,Bihar,Muzaffarpur,South,1,0,1,0,0
5767,61,Male,Secondary,1.21,433933.78,Rice,Bihar,Gaya,North,0,0,0,0,0
5768,55,Male,Higher,4.57,417712.33,Sugarcane,Bihar,Patna,West,0,1,0,0,0
5769,36,Male,Secondary,2.77,379286.53,Maize,Gujarat,Ahmedabad,South,1,1,0,0,1
5770,24,Male,Primary,6.49,238368.43,Sugarcane,Punjab,Jalandhar,North,1,1,0,0,0
5771,52,Male,Higher,8.16,381197.24,Maize,Maharashtra,Aurangabad,North,0,1,0,0,0
5772,65,Male,Primary,9.68,244583.61,Wheat,Bihar,Muzaffarpur,West,0,0,1,0,0
5773,35,Male,Higher,4.82,370945.53,Wheat,Tamil Nadu,Tiruchirappalli,West,1,0,0,0,1
5774,33,Female,None,7.97,441253.98,Sugarcane,Karnataka,Belagavi,South,0,0,0,0,0
5775,56,Female,Higher,9.21,446365.38,Wheat,Karnataka,Belagavi,East,0,1,0,0,0
5776,21,Male,Higher,6.99,232743.5,Wheat,Punjab,Ludhiana,West,0,0,1,0,0
5777,42,Female,Secondary,2.81,431077.91,Rice,Karnataka,Belagavi,West,0,0,0,0,0
5778,49,Male,Secondary,6.27,59714.12,Maize,Punjab,Bathinda,North,0,0,1,0,0
5779,57,Male,Primary,9.71,59891.51,Wheat,Karnataka,Bengaluru,South,1,1,1,0,0
5780,30,Male,Primary,9.88,278650.8,Cotton,Maharashtra,Pune,East,1,0,0,0,0
5781,62,Female,Primary,6.6,329403.86,Rice,Maharashtra,Mumbai,East,1,0,0,0,0
5782,34,Male,Higher,8.93,84966.95,Maize,Maharashtra,Aurangabad,West,1,1,1,0,1
5783,66,Male,Higher,2.4,241368.22,Rice,Maharashtra,Nagpur,East,1,1,1,0,1
5784,54,Male,Primary,2.84,56237.71,Cotton,Bihar,Patna,East,0,0,0,0,0
5785,23,Male,None,9.55,305028.75,Maize,Tamil Nadu,Coimbatore,North,1,0,0,0,0
5786,36,Female,None,1.78,428996.08,Sugarcane,Maharashtra,Nagpur,North,0,1,0,0,0
5787,30,Male,Higher,2.32,371443.1,Sugarcane,Gujarat,Bhavnagar,North,0,0,0,0,0
5788,43,Female,None,4.5,195362.86,Rice,Bihar,Purnia,West,1,1,1,0,0
5789,31,Female,None,6.1,496958.96,Sugarcane,Punjab,Amritsar,East,0,0,0,0,0
5790,48,Male,Primary,6.24,334838.14,Maize,Karnataka,Hubballi,North,1,1,0,0,0
5791,21,Male,None,3.27,409471.73,Cotton,Karnataka,Bengaluru,South,1,1,0,0,0
5792,56,Female,None,9.25,338151.72,Cotton,Bihar,Muzaffarpur,East,0,1,0,0,0
5793,25,Female,Higher,9.19,494813.98,Sugarcane,Gujarat,Bhavnagar,South,0,0,0,0,0
5794,42,Female,Higher,4.22,412466.29,Wheat,Gujarat,Rajkot,East,0,0,0,0,0
5795,30,Female,Higher,4.63,264517.38,Wheat,Karnataka,Bengaluru,South,1,0,1,0,1
5796,49,Male,None,7.17,189770.99,Wheat,Gujarat,Ahmedabad,South,0,0,1,0,0
5797,55,Female,Primary,6.8,344255.87,Sugarcane,Maharashtra,Nashik,West,0,1,0,0,0
5798,55,Female,Secondary,4.13,299208.69,Sugarcane,Karnataka,Mangaluru,South,0,0,0,0,0
5799,45,Female,Higher,4.44,318381.79,Sugarcane,Maharashtra,Nashik,North,1,1,0,0,1
5800,47,Female,Higher,3.81,178075.77,Maize,Maharashtra,Nagpur,North,0,1,1,0,0
5801,20,Male,Higher,2.74,220076.93,Wheat,Karnataka,Belagavi,East,0,1,1,0,0
5802,45,Male,Primary,4.85,283467.32,Rice,Bihar,Bhagalpur,North,0,1,1,0,0
5803,20,Male,Secondary,7.02,421248.87,Maize,Punjab,Amritsar,West,0,0,0,0,0
5804,62,Female,Secondary,7.55,383825.37,Maize,Bihar,Purnia,North,0,0,0,0,0
5805,51,Female,Higher,7.9,68141.38,Sugarcane,Tamil Nadu,Coimbatore,West,1,1,0,0,1
5806,33,Male,None,4.06,130321.58,Sugarcane,Tamil Nadu,Tiruchirappalli,North,1,1,0,0,0
5807,39,Male,Higher,7.76,23062.29,Maize,Maharashtra,Nagpur,West,0,0,1,0,0
5808,49,Female,Higher,0.56,13900.68,Sugarcane,Maharashtra,Pune,East,0,1,0,1,0
5809,55,Male,None,5.03,119943.98,Wheat,Bihar,Muzaffarpur,East,0,0,1,0,0
5810,25,Female,None,8.04,401667.26,Maize,Bihar,Patna,North,1,1,0,0,0
5811,25,Female,Higher,6.49,453326.35,Maize,Maharashtra,Aurangabad,East,1,1,0,0,1
5812,23,Female,Primary,5.0,201966.5,Maize,Gujarat,Rajkot,East,0,0,1,0,0
5813,31,Female,Primary,6.62,285967.31,Sugarcane,Punjab,Amritsar,East,1,1,0,0,0
5814,49,Female,None,9.12,355965.77,Maize,Punjab,Bathinda,North,0,1,0,0,0
5815,52,Female,Higher,5.88,476938.98,Rice,Tamil Nadu,Chennai,West,0,0,0,0,0
5816,27,Male,Primary,8.1,457336.8,Rice,Gujarat,Ahmedabad,North,0,0,0,0,0
5817,20,Male,Higher,9.82,38024.23,Wheat,Punjab,Ludhiana,South,1,1,1,0,1
5818,29,Male,Higher,7.2,131601.26,Maize,Karnataka,Belagavi,West,0,0,1,0,0
5819,66,Female,Higher,5.95,34080.83,Maize,Maharashtra,Mumbai,South,0,1,1,0,0
5820,48,Male,Primary,0.86,312105.79,Sugarcane,Bihar,Purnia,South,0,1,0,0,0
5821,46,Female,Secondary,4.06,358141.73,Cotton,Maharashtra,Mumbai,East,0,0,0,0,0
5822,22,Female,Higher,5.87,161058.87,Cotton,Karnataka,Hubballi,West,0,0,0,0,0
5823,69,Female,Primary,8.07,428387.43,Maize,Punjab,Bathinda,West,0,1,0,0,0
5824,42,Female,Secondary,4.66,231878.25,Wheat,Maharashtra,Aurangabad,South,0,1,1,0,0
5825,58,Male,None,9.62,499206.94,Rice,Karnataka,Mangaluru,South,1,0,0,0,0
5826,48,Male,Primary,3.08,10195.85,Maize,Gujarat,Vadodara,East,1,0,1,0,0
5827,38,Male,Secondary,7.57,63649.96,Maize,Punjab,Jalandhar,East,0,1,1,0,0
5828,37,Female,Primary,4.48,157878.69,Wheat,Tamil Nadu,Coimbatore,North,1,1,1,0,0
5829,56,Male,Secondary,5.12,22498.72,Wheat,Gujarat,Rajkot,West,1,0,1,0,1
5830,39,Male,Secondary,8.12,393346.33,Cotton,Tamil Nadu,Madurai,South,0,1,0,0,0
5831,21,Male,Primary,3.31,35858.18,Maize,Tamil Nadu,Chennai,North,0,1,1,0,0
5832,30,Female,None,1.42,377000.02,Maize,Gujarat,Bhavnagar,East,0,0,0,0,0
5833,62,Male,Higher,5.44,35758.54,Sugarcane,Karnataka,Hubballi,South,0,0,0,0,0
5834,59,Female,Secondary,5.52,133836.36,Rice,Karnataka,Hubballi,West,1,1,1,0,1
5835,67,Male,Higher,8.07,422225.64,Sugarcane,Bihar,Patna,South,0,0,0,0,0
5836,66,Female,None,9.7,476036.69,Sugarcane,Bihar,Purnia,South,0,0,0,0,0
5837,37,Male,Higher,1.03,213117.91,Rice,Tamil Nadu,Tiruchirappalli,North,0,1,1,0,0
5838,69,Male,Higher,6.12,485270.09,Maize,Maharashtra,Aurangabad,South,0,0,0,0,0
5839,30,Male,Primary,6.97,317171.65,Cotton,Punjab,Bathinda,North,0,1,0,0,0
5840,34,Female,Primary,9.87,213759.21,Rice,Bihar,Patna,North,0,0,1,0,0
5841,53,Male,None,9.45,403372.66,Wheat,Punjab,Ludhiana,East,1,0,0,0,0
5842,50,Male,Primary,7.27,154710.97,Maize,Gujarat,Surat,South,1,0,1,0,0
5843,18,Female,Secondary,5.46,140240.17,Rice,Maharashtra,Aurangabad,North,0,1,1,0,0
5844,32,Female,None,2.03,331708.36,Rice,Tamil Nadu,Coimbatore,South,0,0,0,0,0
5845,30,Female,Primary,4.15,201338.81,Rice,Punjab,Ludhiana,West,1,1,1,0,0
5846,34,Female,Primary,6.06,76599.83,Cotton,Gujarat,Surat,South,0,0,0,0,0
5847,41,Male,None,7.39,42812.48,Sugarcane,Tamil Nadu,Tiruchirappalli,East,0,1,0,0,0
5848,25,Male,Secondary,6.54,396042.86,Sugarcane,Punjab,Bathinda,North,0,0,0,0,0
5849,67,Female,None,7.28,341196.26,Rice,Maharashtra,Mumbai,North,0,0,0,0,0
5850,44,Male,Primary,4.58,211781.13,Rice,Bihar,Muzaffarpur,West,0,0,1,0,0
5851,62,Female,Primary,7.41,449151.54,Sugarcane,Karnataka,Mysuru,East,1,1,0,0,0
5852,40,Male,None,1.87,211319.81,Cotton,Tamil Nadu,Salem,North,0,1,0,0,0
5853,63,Female,Secondary,2.04,358044.78,Maize,Bihar,Purnia,West,0,1,0,0,0
5854,25,Male,Secondary,2.05,455466.48,Sugarcane,Punjab,Jalandhar,North,0,0,0,0,0
5855,25,Female,Higher,8.96,421950.57,Rice,Gujarat,Surat,North,1,1,0,0,1
5856,43,Female,Secondary,1.22,260441.34,Cotton,Gujarat,Ahmedabad,East,0,0,0,0,0
5857,64,Male,None,8.11,343511.83,Cotton,Bihar,Purnia,West,1,1,0,0,0
5858,30,Male,Secondary,2.72,212696.23,Rice,Karnataka,Hubballi,North,0,0,1,0,0
5859,56,Male,Secondary,4.95,327126.61,Wheat,Tamil Nadu,Chennai,South,0,1,0,0,0
5860,54,Female,Higher,9.2,136200.69,Cotton,Tamil Nadu,Tiruchirappalli,West,1,1,0,0,1
5861,66,Male,Secondary,6.07,223023.64,Sugarcane,Bihar,Patna,East,1,0,0,0,1
5862,45,Female,Higher,2.5,112677.41,Wheat,Maharashtra,Nashik,East,1,1,1,0,1
5863,42,Male,Higher,3.2,28710.63,Maize,Punjab,Bathinda,East,0,1,1,0,0
5864,33,Male,Secondary,9.24,298384.53,Sugarcane,Bihar,Purnia,North,1,1,0,0,1
5865,19,Female,Primary,4.56,433570.38,Rice,Maharashtra,Nagpur,East,0,1,0,0,0
5866,35,Female,None,6.08,22533.35,Wheat,Tamil Nadu,Tiruchirappalli,West,0,0,1,0,0
5867,34,Male,None,4.87,106054.57,Sugarcane,Punjab,Jalandhar,North,0,0,0,0,0
5868,47,Female,Secondary,4.1,235490.68,Cotton,Tamil Nadu,Coimbatore,South,0,1,0,0,0
5869,56,Female,None,2.62,336289.44,Rice,Karnataka,Hubballi,East,0,0,0,0,0
5870,30,Male,None,7.02,93902.3,Wheat,Gujarat,Vadodara,East,0,0,1,0,0
5871,49,Female,Higher,7.32,37780.47,Cotton,Maharashtra,Mumbai,East,1,0,0,0,1
5872,67,Male,Primary,3.11,264333.87,Rice,Karnataka,Belagavi,South,0,1,1,0,0
5873,46,Male,None,8.0,411167.76,Rice,Karnataka,Mysuru,North,0,1,0,0,0
5874,63,Female,Primary,8.62,27265.11,Wheat,Karnataka,Hubballi,East,1,1,1,0,0
5875,47,Male,None,9.25,181191.03,Wheat,Maharashtra,Aurangabad,South,0,1,1,0,0
5876,35,Female,Primary,2.03,335122.22,Wheat,Punjab,Jalandhar,North,0,1,0,0,0
5877,30,Male,Primary,3.39,74063.58,Sugarcane,Tamil Nadu,Madurai,West,0,1,0,0,0
5878,60,Female,None,8.67,125613.92,Rice,Punjab,Jalandhar,East,0,1,1,0,0
5879,38,Female,Higher,2.39,272391.4,Maize,Gujarat,Surat,North,0,0,1,0,0
5880,47,Female,Primary,0.53,477083.53,Cotton,Punjab,Ludhiana,East,1,0,0,0,0
5881,38,Female,Primary,8.77,150797.88,Wheat,Punjab,Jalandhar,South,0,1,1,0,0
5882,65,Female,None,3.6,248888.44,Rice,Tamil Nadu,Salem,North,1,0,1,0,0
5883,34,Male,Primary,4.44,205966.12,Cotton,Tamil Nadu,Salem,South,1,1,0,0,0
5884,57,Male,Primary,4.74,449724.37,Maize,Maharashtra,Aurangabad,East,0,1,0,0,0
5885,36,Female,Higher,8.56,45226.03,Cotton,Gujarat,Surat,West,1,1,0,0,1
5886,69,Male,Primary,3.71,287412.32,Maize,Bihar,Patna,South,0,0,1,0,0
5887,32,Female,Higher,8.98,424598.65,Wheat,Tamil Nadu,Chennai,North,0,1,0,0,0
5888,26,Female,Primary,6.36,494177.61,Sugarcane,Tamil Nadu,Salem,North,1,0,0,0,0
5889,69,Male,Primary,5.51,352375.49,Maize,Gujarat,Ahmedabad,East,0,0,0,0,0
5890,27,Male,Higher,3.59,196168.38,Wheat,Bihar,Muzaffarpur,North,0,1,1,0,0
5891,61,Female,Higher,2.82,211793.93,Cotton,Tamil Nadu,Coimbatore,East,0,0,0,0,0
5892,48,Female,Secondary,6.43,182324.29,Cotton,Punjab,Amritsar,South,1,0,0,0,1
5893,40,Female,Primary,4.75,305770.42,Cotton,Gujarat,Bhavnagar,West,0,0,0,0,0
5894,69,Female,Higher,9.15,372308.83,Sugarcane,Tamil Nadu,Salem,South,0,0,0,0,0
5895,47,Female,Primary,5.17,411539.11,Rice,Maharashtra,Nashik,South,1,0,0,0,0
5896,50,Female,Primary,5.36,214130.62,Maize,Tamil Nadu,Tiruchirappalli,East,0,0,1,0,0
5897,69,Male,Primary,4.46,361187.17,Rice,Bihar,Gaya,West,0,0,0,0,0
5898,26,Female,None,8.0,458949.07,Cotton,Punjab,Bathinda,South,0,1,0,0,0
5899,64,Female,Secondary,4.54,461204.15,Sugarcane,Bihar,Gaya,East,0,1,0,0,0
5900,18,Male,None,3.06,354974.21,Wheat,Gujarat,Bhavnagar,South,0,0,0,0,0
5901,61,Female,Secondary,8.69,322082.07,Sugarcane,Tamil Nadu,Tiruchirappalli,South,0,0,0,0,0
5902,52,Female,Primary,6.17,270447.78,Rice,Tamil Nadu,Salem,North,0,0,1,0,0
5903,28,Male,Primary,6.12,99766.86,Cotton,Maharashtra,Pune,South,0,0,0,0,0
5904,51,Female,Higher,6.3,70578.53,Maize,Punjab,Jalandhar,West,0,0,1,0,0
5905,33,Male,Secondary,7.33,247998.39,Sugarcane,Tamil Nadu,Coimbatore,South,0,0,0,0,0
5906,26,Female,Secondary,3.47,88127.64,Rice,Maharashtra,Nagpur,East,1,0,1,0,1
5907,49,Male,None,0.82,292729.96,Rice,Maharashtra,Mumbai,North,1,0,0,0,0
5908,32,Male,Secondary,8.2,326394.34,Wheat,Bihar,Patna,East,0,0,0,0,0
5909,29,Male,Primary,1.72,267551.64,Maize,Punjab,Patiala,West,0,0,1,0,0
5910,50,Female,Higher,7.36,27849.09,Rice,Karnataka,Bengaluru,South,0,0,1,0,0
5911,62,Female,None,1.28,38286.7,Maize,Gujarat,Ahmedabad,South,1,1,1,1,0
5912,31,Male,Higher,4.07,65537.18,Cotton,Maharashtra,Aurangabad,North,0,0,0,0,0
5913,25,Male,Secondary,1.1,85286.44,Sugarcane,Karnataka,Mangaluru,South,1,0,0,1,1
5914,25,Female,Secondary,5.46,495042.48,Rice,Bihar,Purnia,East,0,0,0,0,0
5915,44,Female,None,6.7,178802.56,Cotton,Maharashtra,Nagpur,East,0,0,0,0,0
5916,29,Female,Secondary,2.13,153066.95,Wheat,Gujarat,Bhavnagar,North,1,1,1,0,1
5917,18,Female,Higher,4.03,35610.65,Maize,Punjab,Patiala,South,0,1,1,0,0
5918,60,Female,Primary,9.34,321306.99,Cotton,Karnataka,Belagavi,North,0,0,0,0,0
5919,57,Male,None,4.7,329573.48,Maize,Punjab,Jalandhar,West,0,0,0,0,0
5920,59,Female,Secondary,8.12,95969.86,Maize,Karnataka,Mysuru,South,0,1,1,0,0
5921,68,Male,Higher,9.31,460428.36,Rice,Bihar,Patna,South,0,0,0,0,0
5922,28,Female,Primary,9.76,402241.84,Maize,Maharashtra,Pune,South,1,0,0,0,0
5923,56,Male,Secondary,9.03,122856.47,Cotton,Maharashtra,Mumbai,West,0,0,0,0,0
5924,60,Male,None,3.52,248066.37,Wheat,Bihar,Purnia,West,0,0,1,0,0
5925,48,Female,Secondary,9.64,234611.52,Rice,Gujarat,Vadodara,West,1,0,1,0,1
5926,34,Male,Secondary,8.22,180775.02,Sugarcane,Gujarat,Rajkot,East,0,0,0,0,0
5927,50,Male,Secondary,8.45,410641.01,Wheat,Tamil Nadu,Chennai,North,0,1,0,0,0
5928,49,Male,Primary,0.64,63539.6,Cotton,Karnataka,Mysuru,East,0,1,0,1,0
5929,46,Male,Primary,9.57,213503.98,Rice,Gujarat,Ahmedabad,West,0,1,1,0,0
5930,38,Female,Secondary,7.89,219735.25,Maize,Gujarat,Vadodara,East,1,0,1,0,1
5931,38,Male,Secondary,7.8,239675.55,Wheat,Karnataka,Mysuru,East,0,1,1,0,0
5932,57,Female,None,1.27,432061.5,Rice,Tamil Nadu,Madurai,North,0,0,0,0,0
5933,40,Male,Secondary,2.71,116901.77,Sugarcane,Bihar,Gaya,West,1,0,0,0,1
5934,23,Female,Higher,9.64,60432.36,Sugarcane,Punjab,Ludhiana,East,0,0,0,0,0
5935,39,Female,Higher,5.26,312726.15,Sugarcane,Punjab,Jalandhar,East,0,0,0,0,0
5936,67,Female,None,4.28,95178.89,Rice,Bihar,Patna,South,0,1,1,0,0
